2026-05-06 22:08:53,785 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:19:02,714 | INFO | NotesPage | Creating note | Title: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:02,714 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:19:03,823 | INFO | NotesPage | Entering title: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:03,823 | INFO | NotesPage | Typing 'Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4' into element: ('id', 'title')
2026-05-07 11:19:03,944 | INFO | NotesPage | Entering description
2026-05-07 11:19:03,944 | INFO | NotesPage | Typing 'DOM validation' into element: ('id', 'description')
2026-05-07 11:19:03,997 | INFO | NotesPage | Selecting category: Work
2026-05-07 11:19:04,065 | INFO | NotesPage | Clicking Create button
2026-05-07 11:19:04,099 | INFO | NotesPage | Checking if note exists: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:06,830 | WARNING | NotesPage | Stale element detected. Retrying...
2026-05-07 11:19:07,643 | INFO | NotesPage | Note created successfully | Title: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:07,643 | INFO | NotesPage | Checking if note exists: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:08,080 | INFO | NotesPage | Note found: Instant-038f826e-5d4c-4def-8a85-c0a10a0eece4
2026-05-07 11:19:08,081 | INFO | conftest | Closing browser
2026-05-07 11:23:39,721 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:39,721 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:40,483 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:40,488 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:40,488 | INFO | AuthAPI | Payload -> {'email': 'wrong@test.com', 'password': 'wrongpass'}
2026-05-07 11:23:41,010 | INFO | AuthAPI | Response Status -> 401
2026-05-07 11:23:41,017 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:41,017 | INFO | AuthAPI | Payload -> {'email': '', 'password': ''}
2026-05-07 11:23:41,629 | INFO | AuthAPI | Response Status -> 400
2026-05-07 11:23:41,635 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:41,635 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:42,312 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:42,315 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:42,316 | INFO | NotesAPI | Payload -> {'title': 'API-35b07279-0796-4083-a85b-fa7267d4cd5d', 'description': 'API Automation Description', 'category': 'Home'}
2026-05-07 11:23:42,875 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:42,881 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:42,881 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:43,551 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:43,555 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:43,556 | INFO | NotesAPI | Payload -> {'title': 'DELETE-44a718ed-696b-4a5b-a6e9-c02687dc600c', 'description': 'Delete Description', 'category': 'Work'}
2026-05-07 11:23:44,097 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:44,097 | INFO | NotesAPI | DELETE Request -> https://practice.expandtesting.com/notes/api/notes/69fc28e981124e02985c47fa
2026-05-07 11:23:44,621 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:44,621 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:45,277 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:45,283 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:45,283 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:46,239 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:46,241 | INFO | test_get_notes | Starting test_get_all_notes
2026-05-07 11:23:46,241 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:47,273 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:47,273 | INFO | test_get_notes | Response received: 200
2026-05-07 11:23:47,274 | INFO | test_get_notes | test_get_all_notes PASSED
2026-05-07 11:23:47,279 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:47,279 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:47,880 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:47,883 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:48,444 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:23:48,448 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:48,989 | INFO | NotesAPI | Response Status -> 401
2026-05-07 11:23:48,994 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:48,994 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:49,704 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:49,706 | INFO | NotesAPI | DELETE Request -> https://practice.expandtesting.com/notes/api/notes/123456789
2026-05-07 11:23:50,193 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:23:50,197 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:50,197 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:50,778 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:50,779 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:50,779 | INFO | NotesAPI | Payload -> {'title': '', 'description': 'Description', 'category': 'Home'}
2026-05-07 11:23:51,346 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:23:51,351 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:23:51,351 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:23:52,024 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:23:52,027 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:23:52,027 | INFO | NotesAPI | Payload -> {'title': 'Title', 'description': '', 'category': 'Home'}
2026-05-07 11:23:52,596 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:23:52,600 | INFO | conftest | Launching Chrome browser
2026-05-07 11:23:52,604 | INFO | conftest | Running in local mode (headed)
2026-05-07 11:23:57,804 | INFO | conftest | Launching Chrome browser
2026-05-07 11:23:57,804 | INFO | conftest | Running in local mode (headed)
2026-05-07 11:24:02,543 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:02,543 | INFO | conftest | Running in local mode (headed)
2026-05-07 11:24:07,496 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:07,497 | INFO | conftest | Running in local mode (headed)
2026-05-07 11:24:11,999 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:11,999 | INFO | conftest | Running in local mode (headed)
2026-05-07 11:24:45,355 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,355 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:45,358 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,358 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:45,363 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,363 | INFO | AuthAPI | Payload -> {'email': '', 'password': ''}
2026-05-07 11:24:45,364 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,364 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:45,365 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,365 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:45,365 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:45,365 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:46,188 | INFO | AuthAPI | Response Status -> 400
2026-05-07 11:24:46,195 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:46,195 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:46,200 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,206 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:46,206 | INFO | AuthAPI | Payload -> {'email': 'wrong@test.com', 'password': 'wrongpass'}
2026-05-07 11:24:46,283 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,285 | INFO | NotesAPI | DELETE Request -> https://practice.expandtesting.com/notes/api/notes/123456789
2026-05-07 11:24:46,412 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,414 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:46,414 | INFO | NotesAPI | Payload -> {'title': 'DELETE-4745c780-1dd0-457d-ae2b-e7777ec67a71', 'description': 'Delete Description', 'category': 'Work'}
2026-05-07 11:24:46,589 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,591 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:46,591 | INFO | NotesAPI | Payload -> {'title': 'Title', 'description': '', 'category': 'Home'}
2026-05-07 11:24:46,620 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,622 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:46,835 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:46,837 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:46,837 | INFO | NotesAPI | Payload -> {'title': 'API-b14bc87e-103f-4de2-b242-664d120d607f', 'description': 'API Automation Description', 'category': 'Home'}
2026-05-07 11:24:46,838 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:46,897 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:24:46,899 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:46,900 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:46,984 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:46,984 | INFO | NotesAPI | DELETE Request -> https://practice.expandtesting.com/notes/api/notes/69fc292881124e02985c48c1
2026-05-07 11:24:47,172 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:24:47,174 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:47,458 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:47,465 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:47,476 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:47,479 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:47,598 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:47,600 | INFO | NotesAPI | POST Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:47,600 | INFO | NotesAPI | Payload -> {'title': '', 'description': 'Description', 'category': 'Home'}
2026-05-07 11:24:47,611 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:47,611 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:48,043 | INFO | NotesAPI | Response Status -> 401
2026-05-07 11:24:48,045 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:48,211 | INFO | NotesAPI | Response Status -> 400
2026-05-07 11:24:48,216 | INFO | conftest | Launching Chrome browser
2026-05-07 11:24:48,243 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:48,249 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:24:48,249 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:24:48,969 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:24:48,978 | INFO | test_get_notes | Starting test_get_all_notes
2026-05-07 11:24:48,978 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:24:49,720 | INFO | conftest | Performing login fixture setup
2026-05-07 11:24:49,887 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:24:49,888 | INFO | test_get_notes | Response received: 200
2026-05-07 11:24:49,888 | INFO | test_get_notes | test_get_all_notes PASSED
2026-05-07 11:24:51,016 | INFO | conftest | Performing login fixture setup
2026-05-07 11:24:51,967 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:24:51,967 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:24:54,989 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:24:55,067 | INFO | conftest | Performing login fixture setup
2026-05-07 11:24:55,440 | INFO | LoginPage | Login button clicked
2026-05-07 11:24:55,440 | INFO | conftest | Login fixture completed
2026-05-07 11:24:55,444 | INFO | NotesPage | Creating note | Title: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:24:55,444 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:24:56,683 | INFO | NotesPage | Entering title: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:24:56,684 | INFO | NotesPage | Typing 'Automation-cf237475-48f1-4883-9458-dfffa69a8a07' into element: ('id', 'title')
2026-05-07 11:24:57,091 | INFO | NotesPage | Entering description
2026-05-07 11:24:57,091 | INFO | NotesPage | Typing 'This is automation testing' into element: ('id', 'description')
2026-05-07 11:24:57,328 | INFO | NotesPage | Selecting category: Home
2026-05-07 11:24:57,508 | INFO | NotesPage | Clicking Create button
2026-05-07 11:24:57,578 | INFO | NotesPage | Checking if note exists: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:25:00,030 | WARNING | NotesPage | Stale element detected. Retrying...
2026-05-07 11:25:01,905 | INFO | NotesPage | Note created successfully | Title: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:25:01,905 | INFO | NotesPage | Checking if note exists: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:25:03,282 | INFO | NotesPage | Note found: Automation-cf237475-48f1-4883-9458-dfffa69a8a07
2026-05-07 11:25:03,284 | INFO | conftest | Closing browser
2026-05-07 11:25:05,629 | INFO | conftest | Launching Chrome browser
2026-05-07 11:25:12,829 | INFO | conftest | Performing login fixture setup
2026-05-07 11:25:14,526 | INFO | LoginPage | Attempting login with email: 
2026-05-07 11:25:14,527 | INFO | LoginPage | Typing '' into element: ('id', 'email')
2026-05-07 11:25:19,476 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:25:19,477 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:25:20,027 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:25:21,153 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:21,154 | INFO | LoginPage | Validating login success
2026-05-07 11:25:21,291 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:25:21,291 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:25:21,793 | INFO | conftest | Closing browser
2026-05-07 11:25:22,027 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:25:24,749 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:24,750 | INFO | conftest | Login fixture completed
2026-05-07 11:25:24,752 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:25:24,752 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:25:26,718 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:25:26,725 | INFO | test_api_to_ui_validation | STARTING E2E TEST: API -> UI
2026-05-07 11:25:26,725 | INFO | test_api_to_ui_validation | Creating note via UI | Title: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:26,726 | INFO | NotesPage | Creating note | Title: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:26,726 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:25:27,050 | INFO | NotesPage | Entering title: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:27,050 | INFO | NotesPage | Typing 'DELETE-ef93476a-5a70-416e-ae80-5164ae0347af' into element: ('id', 'title')
2026-05-07 11:25:27,547 | INFO | NotesPage | Entering description
2026-05-07 11:25:27,547 | INFO | NotesPage | Typing 'Delete validation' into element: ('id', 'description')
2026-05-07 11:25:27,877 | INFO | NotesPage | Selecting category: Work
2026-05-07 11:25:28,233 | INFO | NotesPage | Clicking Create button
2026-05-07 11:25:28,404 | INFO | NotesPage | Checking if note exists: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:32,672 | WARNING | NotesPage | Stale element detected. Retrying...
2026-05-07 11:25:34,709 | INFO | NotesPage | Note created successfully | Title: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:34,709 | INFO | test_api_to_ui_validation | Note created successfully
2026-05-07 11:25:34,710 | INFO | NotesPage | Checking if note exists: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:35,468 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:25:35,468 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:25:35,782 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:25:36,115 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:36,116 | INFO | conftest | Login fixture completed
2026-05-07 11:25:36,118 | INFO | AuthAPI | POST Request -> https://practice.expandtesting.com/notes/api/users/login
2026-05-07 11:25:36,120 | INFO | AuthAPI | Payload -> {'email': 'raghu1@gmail.com', 'password': 'raghu1'}
2026-05-07 11:25:36,689 | INFO | LoginPage | Typing 'Password123' into element: ('id', 'password')
2026-05-07 11:25:36,703 | INFO | NotesPage | Note found: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:36,703 | INFO | test_api_to_ui_validation | Note created and visible in UI
2026-05-07 11:25:36,704 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:25:37,203 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:37,522 | INFO | AuthAPI | Response Status -> 200
2026-05-07 11:25:37,526 | INFO | test_ui_to_api_validation | STARTING E2E TEST: UI -> API
2026-05-07 11:25:37,526 | INFO | test_ui_to_api_validation | Creating note from UI | Title: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:37,527 | INFO | NotesPage | Creating note | Title: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:37,527 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:25:37,691 | INFO | NotesPage | Entering title: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:37,692 | INFO | NotesPage | Typing 'E2E-9f16d467-634a-4644-ba96-29b832807085' into element: ('id', 'title')
2026-05-07 11:25:37,930 | INFO | NotesPage | Entering description
2026-05-07 11:25:37,930 | INFO | NotesPage | Typing 'Hybrid UI API Validation' into element: ('id', 'description')
2026-05-07 11:25:37,951 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:25:37,952 | INFO | test_api_to_ui_validation | GET Notes Status: 200
2026-05-07 11:25:37,953 | INFO | test_api_to_ui_validation | Located Note ID: 69fc295281124e02985c4987
2026-05-07 11:25:37,953 | INFO | test_api_to_ui_validation | Deleting note via API | ID: 69fc295281124e02985c4987
2026-05-07 11:25:37,954 | INFO | NotesAPI | DELETE Request -> https://practice.expandtesting.com/notes/api/notes/69fc295281124e02985c4987
2026-05-07 11:25:38,120 | INFO | NotesPage | Selecting category: Home
2026-05-07 11:25:38,315 | INFO | NotesPage | Clicking Create button
2026-05-07 11:25:38,400 | INFO | NotesPage | Checking if note exists: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:38,943 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:25:38,943 | INFO | test_api_to_ui_validation | Delete Status: 200
2026-05-07 11:25:38,944 | INFO | test_api_to_ui_validation | Refreshing UI page
2026-05-07 11:25:38,944 | INFO | NotesPage | Refreshing browser page
2026-05-07 11:25:40,479 | INFO | conftest | Launching Chrome browser
2026-05-07 11:25:42,013 | WARNING | NotesPage | Stale element detected. Retrying...
2026-05-07 11:25:42,406 | INFO | conftest | Closing browser
2026-05-07 11:25:42,501 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:25:42,502 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:25:42,631 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:25:42,809 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:42,809 | INFO | conftest | Login fixture completed
2026-05-07 11:25:42,812 | INFO | NotesPage | Creating note | Title: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:42,812 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:25:43,303 | INFO | NotesPage | Checking if note exists: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:43,640 | INFO | NotesPage | Note created successfully | Title: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:43,641 | INFO | test_ui_to_api_validation | Note creation completed
2026-05-07 11:25:43,641 | INFO | NotesPage | Checking if note exists: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:43,725 | INFO | NotesPage | Entering title: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:43,725 | INFO | NotesPage | Typing 'Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82' into element: ('id', 'title')
2026-05-07 11:25:43,871 | INFO | NotesPage | Entering description
2026-05-07 11:25:43,871 | INFO | NotesPage | Typing 'DOM validation' into element: ('id', 'description')
2026-05-07 11:25:43,960 | INFO | NotesPage | Selecting category: Work
2026-05-07 11:25:44,093 | INFO | NotesPage | Clicking Create button
2026-05-07 11:25:44,148 | INFO | NotesPage | Checking if note exists: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:44,881 | WARNING | NotesPage | Note NOT found: DELETE-ef93476a-5a70-416e-ae80-5164ae0347af
2026-05-07 11:25:44,881 | INFO | test_api_to_ui_validation | Deleted note removed from UI successfully
2026-05-07 11:25:44,881 | INFO | test_api_to_ui_validation | E2E API -> UI validation PASSED
2026-05-07 11:25:44,886 | INFO | conftest | Closing browser
2026-05-07 11:25:45,080 | INFO | NotesPage | Note found: E2E-9f16d467-634a-4644-ba96-29b832807085
2026-05-07 11:25:45,081 | INFO | test_ui_to_api_validation | Note visible in UI successfully
2026-05-07 11:25:45,081 | INFO | test_ui_to_api_validation | Calling GET /notes API
2026-05-07 11:25:45,081 | INFO | NotesAPI | GET Request -> https://practice.expandtesting.com/notes/api/notes
2026-05-07 11:25:45,651 | INFO | conftest | Performing login fixture setup
2026-05-07 11:25:46,354 | INFO | NotesAPI | Response Status -> 200
2026-05-07 11:25:46,354 | INFO | test_ui_to_api_validation | API Response Status: 200
2026-05-07 11:25:46,355 | INFO | test_ui_to_api_validation | API Response Time: 1.268468
2026-05-07 11:25:46,356 | INFO | test_ui_to_api_validation | Total Notes Returned: 103
2026-05-07 11:25:46,356 | INFO | test_ui_to_api_validation | Matched Note: {'id': '69fc295c81124e02985c49b5', 'title': 'E2E-9f16d467-634a-4644-ba96-29b832807085', 'description': 'Hybrid UI API Validation', 'category': 'Home', 'completed': False, 'created_at': '2026-05-07T05:55:40.180Z', 'updated_at': '2026-05-07T05:55:40.180Z', 'user_id': '69fb505d81124e02985b5b90'}
2026-05-07 11:25:46,356 | INFO | test_ui_to_api_validation | E2E UI -> API validation PASSED
2026-05-07 11:25:46,374 | INFO | conftest | Closing browser
2026-05-07 11:25:46,459 | WARNING | NotesPage | Stale element detected. Retrying...
2026-05-07 11:25:47,449 | INFO | conftest | Launching Chrome browser
2026-05-07 11:25:48,102 | INFO | NotesPage | Note created successfully | Title: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:48,102 | INFO | NotesPage | Checking if note exists: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:48,177 | INFO | conftest | Launching Chrome browser
2026-05-07 11:25:49,044 | INFO | conftest | Launching Chrome browser
2026-05-07 11:25:49,715 | INFO | NotesPage | Note found: Instant-66643e14-e080-48ed-bf4a-f1d8a5d82f82
2026-05-07 11:25:49,717 | INFO | conftest | Closing browser
2026-05-07 11:25:52,183 | INFO | conftest | Performing login fixture setup
2026-05-07 11:25:56,581 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:25:56,581 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:25:56,866 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:25:57,233 | INFO | LoginPage | Login button clicked
2026-05-07 11:25:57,234 | INFO | conftest | Login fixture completed
2026-05-07 11:25:57,237 | INFO | NotesPage | Clicking Add Note button
2026-05-07 11:25:58,470 | INFO | NotesPage | Entering description
2026-05-07 11:25:58,471 | INFO | NotesPage | Typing 'Missing title' into element: ('id', 'description')
2026-05-07 11:25:58,714 | INFO | NotesPage | Selecting category: Home
2026-05-07 11:25:58,857 | INFO | NotesPage | Clicking Create button
2026-05-07 11:25:58,981 | INFO | NotesPage | Fetching validation errors
2026-05-07 11:25:59,153 | INFO | conftest | Closing browser
2026-05-07 11:26:10,679 | INFO | LoginPage | Attempting login with email: raghu1@gmail.com
2026-05-07 11:26:10,680 | INFO | LoginPage | Typing 'raghu1@gmail.com' into element: ('id', 'email')
2026-05-07 11:26:10,914 | INFO | LoginPage | Typing 'raghu1' into element: ('id', 'password')
2026-05-07 11:26:11,241 | INFO | LoginPage | Login button clicked
2026-05-07 11:26:11,241 | INFO | conftest | Login fixture completed
